Flight Number,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Dom Intl Flag,Flight Departure Date
9I0505,VTAIY,BLR,COK,D,2/7/20193/7/2019
9I0505,VTAIY,COK,AGX,D,2/7/20193/7/2019
9I0505,VTAIZ,BLR,COK,D,1/7/2019
9I0505,VTAIZ,COK,AGX,D,1/7/2019
9I0505,VTRKC,BLR,COK,D,4/7/20195/7/2019
9I0505,VTRKC,COK,AGX,D,4/7/20195/7/2019
9I0505,VTRKL,BLR,COK,D,6/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0505,VTRKL,COK,AGX,D,6/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0506,VTAIY,AGX,COK,D,2/7/20193/7/2019
9I0506,VTAIY,COK,BLR,D,2/7/20193/7/2019
9I0506,VTAIZ,AGX,COK,D,1/7/2019
9I0506,VTAIZ,COK,BLR,D,1/7/2019
9I0506,VTRKC,AGX,COK,D,4/7/20195/7/2019
9I0506,VTRKC,COK,BLR,D,4/7/20195/7/2019
9I0506,VTRKL,AGX,COK,D,6/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0506,VTRKL,COK,BLR,D,6/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0513,VTAIY,BLR,IXG,D,1/7/2019
9I0513,VTAIY,IXG,PNQ,D,1/7/2019
9I0513,VTRKC,BLR,IXG,D,3/7/20194/7/2019
9I0513,VTRKC,IXG,PNQ,D,3/7/2019
9I0513,VTRKL,BLR,HBX,D,6/7/2019
9I0513,VTRKL,BLR,IXG,D,5/7/20197/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201931/07/2019
9I0513,VTRKL,IXG,PNQ,D,7/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201919/07/201920/07/201921/07/201922/07/201924/07/201926/07/201927/07/201928/07/201929/07/201931/07/2019
9I0514,VTAIY,IXG,BLR,D,1/7/2019
9I0514,VTAIY,PNQ,IXG,D,1/7/2019
9I0514,VTRKC,IXG,BLR,D,3/7/20194/7/2019
9I0514,VTRKC,PNQ,IXG,D,3/7/20194/7/2019
9I0514,VTRKL,IXG,BLR,D,7/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201926/07/201927/07/201928/07/201929/07/201931/07/2019
9I0514,VTRKL,PNQ,BLR,D,5/7/2019
9I0514,VTRKL,PNQ,HBX,D,6/7/2019
9I0514,VTRKL,PNQ,IXG,D,7/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201917/07/201919/07/201920/07/201921/07/201922/07/201924/07/201926/07/201927/07/201928/07/201929/07/201931/07/2019
9I0527,VTAIY,VGA,TIR,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/2019
9I0527,VTAIY,VTZ,VGA,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/2019
9I0527,VTRKC,VGA,TIR,D,1/7/20192/7/2019
9I0527,VTRKC,VTZ,VGA,D,1/7/20192/7/2019
9I0528,VTAIY,TIR,VGA,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/2019
9I0528,VTAIY,VGA,VTZ,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/2019
9I0528,VTRKC,TIR,VGA,D,1/7/20192/7/2019
9I0528,VTRKC,VGA,VTZ,D,1/7/20192/7/2019
9I0535,VTAIU,KLH,BLR,D,16/07/201928/07/2019
9I0535,VTAIV,KLH,BLR,D,19/07/201920/07/201931/07/2019
9I0535,VTAIW,KLH,BLR,D,23/07/201925/07/201927/07/201929/07/2019
9I0535,VTRKC,KLH,BLR,D,21/07/201924/07/201926/07/2019
9I0535,VTRKL,KLH,BLR,D,30/07/2019
9I0536,VTAIU,BLR,KLH,D,14/07/201915/07/201916/07/201917/07/201928/07/2019
9I0536,VTAIV,BLR,KLH,D,19/07/201920/07/201931/07/2019
9I0536,VTAIW,BLR,KLH,D,23/07/201925/07/201927/07/201929/07/2019
9I0536,VTAIZ,BLR,KLH,D,1/7/20193/7/2019
9I0536,VTRKC,BLR,KLH,D,5/7/20196/7/20198/7/20199/7/201910/7/201921/07/201924/07/201926/07/2019
9I0536,VTRKF,BLR,KLH,D,7/7/201912/7/201913/07/2019
9I0536,VTRKL,BLR,KLH,D,2/7/201930/07/2019
9I0539,VTAIY,BLR,MYQ,D,5/7/20196/7/20197/7/20198/7/201910/7/201912/7/201913/07/201914/07/201915/07/201917/07/2019
9I0539,VTAIY,VGA,BLR,D,4/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/2019
9I0539,VTAIY,VTZ,VGA,D,4/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/2019
9I0539,VTRKC,BLR,MYQ,D,1/7/20193/7/2019
9I0539,VTRKC,VGA,BLR,D,1/7/20192/7/20193/7/2019
9I0539,VTRKC,VTZ,VGA,D,1/7/20192/7/20193/7/2019
9I0540,VTAIY,BLR,VGA,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/2019
9I0540,VTAIY,MYQ,BLR,D,5/7/20196/7/20197/7/20198/7/201910/7/201912/7/201913/07/201914/07/201915/07/201917/07/2019
9I0540,VTAIY,VGA,HYD,D,18/07/2019
9I0540,VTAIY,VGA,VTZ,D,3/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/2019
9I0540,VTRKC,BLR,VGA,D,1/7/20192/7/2019
9I0540,VTRKC,MYQ,BLR,D,1/7/20193/7/2019
9I0540,VTRKC,VGA,VTZ,D,1/7/20192/7/2019
9I0551,VTRKM,CJB,MAA,D,9/7/2019
9I0551,VTRKM,IXM,CJB,D,9/7/2019
9I0551,VTRKM,MAA,IXM,D,1/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0552,VTRKM,IXM,MAA,D,1/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0553,VTRKM,MAA,CJB,D,4/7/20195/7/20196/7/20197/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201924/07/201925/07/201926/07/201927/07/201928/07/201930/07/201931/07/2019
9I0554,VTRKM,CJB,MAA,D,4/7/20195/7/20196/7/20197/7/20198/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201924/07/201925/07/201926/07/201927/07/201928/07/201930/07/201931/07/2019
9I0555,VTRKM,MAA,TRZ,D,1/7/20192/7/20193/7/20194/7/20195/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0556,VTRKM,TRZ,MAA,D,1/7/20192/7/20193/7/20194/7/20195/7/20197/7/20198/7/20199/7/201910/7/201911/7/201915/07/201916/07/201918/07/201924/07/201925/07/201926/07/201928/07/201929/07/201930/07/201931/07/2019
9I0559,VTRKM,MAA,IXM,D,2/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0560,VTRKM,IXM,MAA,D,1/7/20192/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0561,VTAIU,HYD,PNQ,D,12/7/201921/07/2019
9I0561,VTAIU,PNQ,GOI,D,21/07/2019
9I0561,VTAIV,HYD,PNQ,D,17/07/201929/07/2019
9I0561,VTAIV,PNQ,GOI,D,17/07/201929/07/2019
9I0561,VTAIW,HYD,PNQ,D,24/07/201926/07/201930/07/2019
9I0561,VTAIW,PNQ,GOI,D,24/07/201926/07/2019
9I0561,VTAIY,HYD,PNQ,D,19/07/2019
9I0561,VTAIY,PNQ,GOI,D,19/07/2019
9I0561,VTRKC,HYD,PNQ,D,7/7/201918/07/201922/07/201923/07/201925/07/201928/07/201931/07/2019
9I0561,VTRKC,PNQ,GOI,D,7/7/201918/07/201922/07/201923/07/201925/07/201928/07/201931/07/2019
9I0561,VTRKF,HYD,PNQ,D,1/7/20192/7/20193/7/20194/7/20195/7/20198/7/20199/7/201910/7/201911/7/201914/07/201915/07/201916/07/2019
9I0561,VTRKF,PNQ,GOI,D,1/7/20192/7/20193/7/20194/7/20195/7/20198/7/20199/7/201910/7/201911/7/201914/07/201915/07/201916/07/2019
9I0562,VTAIU,GOI,PNQ,D,21/07/2019
9I0562,VTAIU,PNQ,HYD,D,12/7/201921/07/2019
9I0562,VTAIV,GOI,PNQ,D,29/07/2019
9I0562,VTAIV,PNQ,HYD,D,29/07/2019
9I0562,VTAIW,GOI,PNQ,D,24/07/201926/07/2019
9I0562,VTAIW,PNQ,HYD,D,24/07/201926/07/201930/07/2019
9I0562,VTAIY,GOI,PNQ,D,19/07/2019
9I0562,VTAIY,PNQ,HYD,D,19/07/2019
9I0562,VTRKC,GOI,PNQ,D,7/7/201918/07/201922/07/201923/07/201925/07/201928/07/201931/07/2019
9I0562,VTRKC,PNQ,HYD,D,7/7/201918/07/201922/07/201923/07/201925/07/201928/07/201931/07/2019
9I0562,VTRKF,GOI,PNQ,D,1/7/20192/7/20193/7/20194/7/20195/7/20198/7/20199/7/201910/7/201911/7/201914/07/201915/07/201916/07/2019
9I0562,VTRKF,PNQ,HYD,D,1/7/20192/7/20193/7/20194/7/20195/7/20198/7/20199/7/201910/7/201911/7/201914/07/201915/07/201916/07/2019
9I0565,VTRKM,MAA,CJB,D,1/7/20192/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0566,VTRKM,CJB,MAA,D,1/7/20192/7/20193/7/20194/7/20195/7/20196/7/20197/7/20198/7/20199/7/201910/7/201911/7/201912/7/201913/07/201914/07/201915/07/201916/07/201917/07/201918/07/201919/07/201920/07/201921/07/201922/07/201923/07/201924/07/201925/07/201926/07/201927/07/201928/07/201929/07/201930/07/201931/07/2019
9I0603,VTAII,DEL,IXD,D,7/7/20199/7/201924/07/201926/07/2019
9I0603,VTAIT,DEL,IXD,D,8/7/201911/7/201920/07/201921/07/201923/07/201928/07/201929/07/2019
9I0603,VTAIW,DEL,IXD,D,12/7/201913/07/201914/07/2019
9I0603,VTAIY,DEL,IXD,D,27/07/201931/07/2019
9I0603,VTAIZ,DEL,IXD,D,15/07/201917/07/2019
9I0603,VTRKD,DEL,IXD,D,25/07/201930/07/2019
9I0603,VTRKG,DEL,IXD,D,1/7/20192/7/20193/7/20195/7/201910/7/201916/07/201918/07/2019
9I0603,VTRKH,DEL,IXD,D,4/7/20196/7/2019
9I0603,VTRKJ,DEL,IXD,D,19/07/2019
9I0603,VTRKK,DEL,IXD,D,22/07/2019
9I0604,VTAII,IXD,DEL,D,7/7/20199/7/201924/07/201926/07/2019
9I0604,VTAIT,IXD,DEL,D,8/7/201911/7/201920/07/201921/07/201923/07/201928/07/201929/07/2019
9I0604,VTAIW,IXD,DEL,D,12/7/201913/07/201914/07/2019
9I0604,VTAIY,IXD,DEL,D,27/07/201931/07/2019
9I0604,VTAIZ,IXD,DEL,D,15/07/201917/07/2019
9I0604,VTRKD,IXD,DEL,D,25/07/201930/07/2019
9I0604,VTRKG,IXD,DEL,D,1/7/20192/7/20193/7/20195/7/201910/7/201916/07/201918/07/2019
9I0604,VTRKH,IXD,DEL,D,4/7/20196/7/2019
9I0604,VTRKJ,IXD,DEL,D,19/07/2019
9I0604,VTRKK,IXD,DEL,D,22/07/2019
9I0609,VTAII,DEL,DED,D,23/07/2019
9I0609,VTAIT,DEL,DED,D,2/7/20195/7/20197/7/201916/07/201924/07/2019
9I0609,VTAIW,DEL,DED,D,10/7/2019
9I0609,VTAIY,DEL,DED,D,29/07/201930/07/2019
9I0609,VTAIZ,DEL,DED,D,11/7/201914/07/2019
9I0609,VTRKD,DEL,DED,D,1/7/20193/7/20194/7/20199/7/201918/07/201919/07/201920/07/201921/07/201927/07/201931/07/2019
9I0609,VTRKG,DEL,DED,D,6/7/201912/7/201917/07/201928/07/2019
9I0609,VTRKH,DEL,DED,D,8/7/2019
9I0609,VTRKJ,DEL,DED,D,22/07/201925/07/2019
9I0609,VTRKK,DEL,DED,D,13/07/201926/07/2019
9I0610,VTAII,DED,DEL,D,23/07/2019
9I0610,VTAIT,DED,DEL,D,2/7/20195/7/20197/7/201916/07/201924/07/2019
9I0610,VTAIW,DED,DEL,D,10/7/2019
9I0610,VTAIY,DED,DEL,D,29/07/201930/07/2019
9I0610,VTAIZ,DED,DEL,D,11/7/201914/07/2019
9I0610,VTRKD,DED,DEL,D,1/7/20193/7/20194/7/20199/7/201918/07/201919/07/201920/07/201921/07/201927/07/201931/07/2019
9I0610,VTRKG,DED,DEL,D,6/7/201912/7/201917/07/201928/07/2019
9I0610,VTRKH,DED,DEL,D,8/7/2019
9I0610,VTRKJ,DED,DEL,D,22/07/201925/07/2019
9I0610,VTRKK,DED,DEL,D,13/07/201926/07/2019
9I0611,VTAII,IXJ,BUP,D,3/7/20197/7/201914/07/201923/07/201926/07/2019
9I0611,VTAIT,IXJ,BUP,D,8/7/20199/7/201910/7/2019
9I0611,VTAIW,IXJ,BUP,D,12/7/2019
9I0611,VTAIZ,IXJ,BUP,D,11/7/201915/07/201916/07/201917/07/201930/07/2019
9I0611,VTRKD,IXJ,BUP,D,5/7/201924/07/201925/07/2019
9I0611,VTRKG,IXJ,BUP,D,1/7/20192/7/20196/7/201913/07/201918/07/201919/07/2019
9I0611,VTRKK,IXJ,BUP,D,22/07/2019
9I0612,VTAII,BUP,IXJ,D,3/7/20197/7/201923/07/201926/07/2019
9I0612,VTAIT,BUP,IXJ,D,8/7/20199/7/201910/7/2019
9I0612,VTAIW,BUP,IXJ,D,12/7/2019
9I0612,VTAIY,BUP,IXJ,D,31/07/2019
9I0612,VTAIZ,BUP,IXJ,D,11/7/201915/07/201916/07/201930/07/2019
9I0612,VTRKD,BUP,IXJ,D,5/7/201924/07/201925/07/201928/07/2019
9I0612,VTRKG,BUP,IXJ,D,1/7/20192/7/20196/7/201913/07/201918/07/201919/07/201929/07/2019
9I0612,VTRKK,BUP,IXJ,D,22/07/2019
9I0613,VTAII,DEL,IXJ,D,3/7/20197/7/201914/07/201923/07/201926/07/2019
9I0613,VTAIT,DEL,IXJ,D,8/7/20199/7/201910/7/2019
9I0613,VTAIW,DEL,IXJ,D,12/7/2019
9I0613,VTAIY,DEL,IXJ,D,31/07/2019
9I0613,VTAIZ,DEL,IXJ,D,11/7/201915/07/201916/07/201917/07/201920/07/201930/07/2019
9I0613,VTRKD,DEL,IXJ,D,4/7/20195/7/201921/07/201924/07/201925/07/201927/07/201928/07/2019
9I0613,VTRKG,DEL,IXJ,D,1/7/20192/7/20196/7/201913/07/201918/07/201919/07/201929/07/2019
9I0613,VTRKK,DEL,IXJ,D,22/07/2019
9I0614,VTAII,IXJ,DEL,D,3/7/20197/7/201914/07/201923/07/201926/07/2019
9I0614,VTAIT,IXJ,DEL,D,8/7/20199/7/201910/7/2019
9I0614,VTAIW,IXJ,DEL,D,12/7/2019
9I0614,VTAIZ,IXJ,DEL,D,11/7/201915/07/201916/07/201917/07/201920/07/201930/07/2019
9I0614,VTRKD,IXJ,DEL,D,4/7/20195/7/201921/07/201924/07/201925/07/2019
9I0614,VTRKG,IXJ,DEL,D,1/7/20192/7/20196/7/201913/07/201918/07/201919/07/2019
9I0614,VTRKK,IXJ,DEL,D,22/07/2019
9I0617,VTAII,DEL,JLR,D,10/7/201911/7/201913/07/201922/07/2019
9I0617,VTAIT,DEL,JLR,D,6/7/20199/7/201912/7/201914/07/201917/07/201926/07/201927/07/201930/07/201931/07/2019
9I0617,VTAIU,DEL,JLR,D,1/7/2019
9I0617,VTAIY,DEL,JLR,D,28/07/2019
9I0617,VTAIZ,DEL,JLR,D,16/07/201918/07/201923/07/2019
9I0617,VTRKD,DEL,JLR,D,24/07/2019
9I0617,VTRKG,DEL,JLR,D,4/7/201919/07/201929/07/2019
9I0617,VTRKJ,DEL,JLR,D,15/07/201920/07/201921/07/2019
9I0617,VTRKK,DEL,JLR,D,2/7/20193/7/20195/7/20197/7/20198/7/201925/07/2019
9I0618,VTAII,JLR,DEL,D,10/7/201911/7/201913/07/201922/07/2019
9I0618,VTAIT,JLR,DEL,D,6/7/20199/7/201912/7/201914/07/201917/07/201926/07/201927/07/201930/07/201931/07/2019
9I0618,VTAIU,JLR,DEL,D,1/7/2019
9I0618,VTAIY,JLR,DEL,D,28/07/2019
9I0618,VTAIZ,JLR,DEL,D,16/07/201918/07/201923/07/2019
9I0618,VTRKD,JLR,DEL,D,24/07/2019
9I0618,VTRKG,JLR,DEL,D,4/7/201919/07/201929/07/2019
9I0618,VTRKJ,JLR,DEL,D,15/07/201920/07/201921/07/2019
9I0618,VTRKK,JLR,DEL,D,3/7/20195/7/20197/7/20198/7/201925/07/2019
9I0621,VTAII,DEL,BUP,D,2/7/201925/07/201930/07/2019
9I0621,VTAIT,DEL,BUP,D,11/7/201915/07/201918/07/2019
9I0621,VTAIU,DEL,BUP,D,1/7/2019
9I0621,VTAIW,DEL,BUP,D,16/07/2019
9I0621,VTAIZ,DEL,BUP,D,23/07/2019
9I0621,VTRKD,DEL,BUP,D,29/07/2019
9I0621,VTRKG,DEL,BUP,D,4/7/20199/7/2019
9I0621,VTRKJ,DEL,BUP,D,22/07/2019
9I0621,VTRKK,DEL,BUP,D,8/7/2019
9I0622,VTAII,BUP,DEL,D,2/7/201925/07/201930/07/2019
9I0622,VTAIT,BUP,DEL,D,11/7/201915/07/201918/07/2019
9I0622,VTAIU,BUP,DEL,D,1/7/2019
9I0622,VTAIW,BUP,DEL,D,16/07/2019
9I0622,VTAIZ,BUP,DEL,D,23/07/2019
9I0622,VTRKD,BUP,DEL,D,29/07/2019
9I0622,VTRKG,BUP,DEL,D,4/7/20199/7/2019
9I0622,VTRKJ,BUP,DEL,D,22/07/2019
9I0622,VTRKK,BUP,DEL,D,8/7/2019
9I0623,VTAIU,BOM,DIU,D,8/7/20199/7/2019
9I0623,VTAIW,BOM,DIU,D,1/7/20196/7/201918/07/201920/07/201922/07/2019
9I0623,VTAIY,BOM,DIU,D,23/07/2019
9I0623,VTAIZ,BOM,DIU,D,13/07/201925/07/2019
9I0623,VTRKD,BOM,DIU,D,11/7/201915/07/201916/07/2019
9I0623,VTRKK,BOM,DIU,D,29/07/2019
9I0625,VTAIU,BOM,BHJ,D,8/7/2019
9I0625,VTAIW,BOM,BHJ,D,1/7/20194/7/20196/7/20199/7/201918/07/201920/07/201922/07/2019
9I0625,VTAIY,BOM,BHJ,D,23/07/2019
9I0625,VTAIZ,BOM,BHJ,D,13/07/201925/07/201927/07/2019
9I0625,VTRKD,BOM,BHJ,D,11/7/201915/07/201916/07/2019
9I0625,VTRKK,BOM,BHJ,D,29/07/201930/07/2019
9I0626,VTAIU,BHJ,BOM,D,8/7/2019
9I0626,VTAIW,BHJ,BOM,D,1/7/20192/7/20194/7/20196/7/20199/7/201918/07/201922/07/2019
9I0626,VTAIY,BHJ,BOM,D,23/07/2019
9I0626,VTAIZ,BHJ,BOM,D,13/07/201925/07/2019
9I0626,VTRKD,BHJ,BOM,D,11/7/201915/07/201916/07/2019
9I0626,VTRKK,BHJ,BOM,D,29/07/201930/07/2019
9I0627,VTAIT,GWL,DEL,D,3/7/2019
9I0627,VTAIT,IDR,GWL,D,3/7/2019
9I0627,VTAIW,BOM,IDR,D,3/7/201919/07/201921/07/201931/07/2019
9I0627,VTAIW,GWL,DEL,D,31/07/2019
9I0627,VTAIW,IDR,GWL,D,31/07/2019
9I0627,VTAIY,BOM,IDR,D,24/07/2019
9I0627,VTAIY,GWL,DEL,D,24/07/2019
9I0627,VTAIY,IDR,GWL,D,24/07/2019
9I0627,VTAIZ,BOM,IDR,D,10/7/201914/07/201926/07/2019
9I0627,VTAIZ,GWL,DEL,D,10/7/201914/07/201921/07/2019
9I0627,VTAIZ,IDR,GWL,D,10/7/201914/07/201921/07/2019
9I0627,VTRKD,BOM,IDR,D,12/7/201917/07/2019
9I0627,VTRKD,GWL,DEL,D,12/7/201917/07/201919/07/201926/07/2019
9I0627,VTRKD,IDR,GWL,D,12/7/201917/07/201919/07/201926/07/2019
9I0628,VTAIT,DEL,GWL,D,3/7/2019
9I0628,VTAIT,GWL,IDR,D,3/7/2019
9I0628,VTAIU,DEL,GWL,D,7/7/2019
9I0628,VTAIU,GWL,IDR,D,7/7/2019
9I0628,VTAIU,IDR,BOM,D,7/7/2019
9I0628,VTAIW,DEL,GWL,D,17/07/2019
9I0628,VTAIW,GWL,IDR,D,17/07/2019
9I0628,VTAIW,IDR,BOM,D,3/7/201917/07/201919/07/2019
9I0628,VTAIZ,DEL,GWL,D,12/7/201921/07/201924/07/201931/07/2019
9I0628,VTAIZ,GWL,IDR,D,12/7/201921/07/201924/07/201931/07/2019
9I0628,VTAIZ,IDR,BOM,D,12/7/201921/07/201924/07/201926/07/201931/07/2019
9I0628,VTRKD,DEL,GWL,D,10/7/201914/07/201919/07/201926/07/2019
9I0628,VTRKD,GWL,IDR,D,10/7/201914/07/201919/07/201926/07/2019
9I0628,VTRKD,IDR,BOM,D,10/7/201914/07/2019
9I0628,VTRKH,DEL,GWL,D,5/7/2019
9I0628,VTRKK,DEL,GWL,D,28/07/2019
9I0628,VTRKK,GWL,IDR,D,28/07/2019
9I0628,VTRKK,IDR,BOM,D,28/07/2019
9I0639,VTAII,DEL,BUP,D,13/07/2019
9I0639,VTAIU,DEL,BUP,D,6/7/2019
9I0639,VTRKD,DEL,BUP,D,20/07/2019
9I0640,VTAII,BUP,DEL,D,13/07/2019
9I0640,VTAIU,BUP,DEL,D,6/7/2019
9I0640,VTRKD,BUP,DEL,D,20/07/2019
9I0643,VTAII,DEL,JAI,D,8/7/201912/7/201921/07/201929/07/2019
9I0643,VTAIT,DEL,JAI,D,3/7/201925/07/2019
9I0643,VTAIW,DEL,JAI,D,15/07/2019
9I0643,VTAIY,DEL,JAI,D,31/07/2019
9I0643,VTAIZ,DEL,JAI,D,19/07/2019
9I0643,VTRKD,DEL,JAI,D,2/7/20195/7/201913/07/201922/07/201923/07/201928/07/2019
9I0643,VTRKG,DEL,JAI,D,20/07/201930/07/2019
9I0643,VTRKH,DEL,JAI,D,7/7/2019
9I0643,VTRKJ,DEL,JAI,D,16/07/201917/07/201918/07/201924/07/201926/07/2019
9I0643,VTRKK,DEL,JAI,D,1/7/20194/7/20196/7/20199/7/201910/7/201911/7/201914/07/201927/07/2019
9I0644,VTAII,JAI,DEL,D,8/7/201912/7/201921/07/201929/07/2019
9I0644,VTAIT,JAI,DEL,D,25/07/2019
9I0644,VTAIW,JAI,DEL,D,15/07/2019
9I0644,VTAIY,JAI,DEL,D,31/07/2019
9I0644,VTAIZ,JAI,DEL,D,19/07/2019
9I0644,VTRKD,JAI,DEL,D,2/7/20195/7/201913/07/201922/07/201923/07/201928/07/2019
9I0644,VTRKG,JAI,DEL,D,30/07/2019
9I0644,VTRKH,JAI,DEL,D,3/7/20197/7/2019
9I0644,VTRKJ,JAI,DEL,D,14/07/201916/07/201917/07/201918/07/201924/07/201926/07/2019
9I0644,VTRKK,JAI,DEL,D,1/7/20194/7/20196/7/20199/7/201910/7/201911/7/201920/07/201927/07/2019
9I0645,VTAII,DEL,DED,D,4/7/201911/7/201912/7/201913/07/201930/07/2019
9I0645,VTAIT,DEL,DED,D,7/7/201923/07/201924/07/2019
9I0645,VTAIW,DEL,DED,D,10/7/2019
9I0645,VTAIY,DEL,DED,D,29/07/2019
9I0645,VTAIZ,DEL,DED,D,19/07/201921/07/2019
9I0645,VTRKD,DEL,DED,D,3/7/20196/7/201918/07/201920/07/2019
9I0645,VTRKG,DEL,DED,D,5/7/20198/7/201916/07/201917/07/201928/07/201931/07/2019
9I0645,VTRKH,DEL,DED,D,2/7/20199/7/2019
9I0645,VTRKJ,DEL,DED,D,15/07/201922/07/201925/07/201927/07/2019
9I0645,VTRKK,DEL,DED,D,1/7/201914/07/201926/07/2019
9I0646,VTAII,DED,DEL,D,4/7/201911/7/201912/7/201913/07/201930/07/2019
9I0646,VTAIT,DED,DEL,D,7/7/201923/07/201924/07/2019
9I0646,VTAIW,DED,DEL,D,10/7/2019
9I0646,VTAIY,DED,DEL,D,29/07/2019
9I0646,VTAIZ,DED,DEL,D,19/07/201921/07/2019
9I0646,VTRKD,DED,DEL,D,6/7/201918/07/201920/07/2019
9I0646,VTRKG,DED,DEL,D,5/7/20198/7/201917/07/201928/07/201931/07/2019
9I0646,VTRKH,DED,DEL,D,2/7/20199/7/2019
9I0646,VTRKJ,DED,DEL,D,15/07/201922/07/201925/07/201927/07/2019
9I0646,VTRKK,DED,DEL,D,1/7/201914/07/201926/07/2019
9I0649,VTAIW,BOM,STV,D,5/7/20197/7/201919/07/201921/07/201931/07/2019
9I0649,VTAIY,BOM,STV,D,24/07/2019
9I0649,VTAIZ,BOM,STV,D,10/7/201926/07/2019
