Flight Number,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Dom Intl Flag,Flight Departure Date
AI0048,VTPPI,DEL,COK,D,1/7/20192/7/201911/7/2019
AI0048,VTPPJ,COK,TRV,D,16/07/201921/07/2019
AI0048,VTPPJ,DEL,COK,D,16/07/201921/07/2019
AI0048,VTPPK,COK,TRV,D,24/07/201926/07/201929/07/2019
AI0048,VTPPK,DEL,COK,D,24/07/201926/07/201929/07/2019
AI0048,VTPPO,COK,TRV,D,20/07/201927/07/2019
AI0048,VTPPO,DEL,COK,D,20/07/201927/07/2019
AI0048,VTPPQ,COK,TRV,D,4/7/20197/7/201931/07/2019
AI0048,VTPPQ,DEL,COK,D,4/7/20197/7/201931/07/2019
AI0048,VTPPT,COK,TRV,D,10/7/201912/7/201925/07/201928/07/201930/07/2019
AI0048,VTPPT,DEL,COK,D,10/7/201912/7/201925/07/201928/07/201930/07/2019
AI0048,VTPPV,COK,TRV,D,6/7/201914/07/201915/07/2019
AI0048,VTPPV,DEL,COK,D,6/7/201914/07/201915/07/2019
AI0050,VTPPB,BOM,HYD,D,4/7/2019
AI0050,VTSCF,BOM,HYD,D,7/7/201913/07/2019
AI0050,VTSCG,BOM,HYD,D,31/07/2019
AI0050,VTSCI,BOM,HYD,D,16/07/2019
AI0050,VTSCJ,BOM,HYD,D,29/07/2019
AI0050,VTSCK,BOM,HYD,D,2/7/201911/7/201920/07/201928/07/2019
AI0050,VTSCL,BOM,HYD,D,6/7/201910/7/201914/07/201924/07/201925/07/201927/07/2019
AI0050,VTSCM,BOM,HYD,D,22/07/2019
AI0050,VTSCO,BOM,HYD,D,17/07/201923/07/2019
AI0050,VTSCP,BOM,HYD,D,3/7/20195/7/20198/7/2019
AI0050,VTSCS,BOM,HYD,D,9/7/201912/7/201915/07/201919/07/2019
AI0050,VTSCV,BOM,HYD,D,1/7/201918/07/201921/07/201926/07/2019
AI0051,VTCIE,HYD,BOM,D,27/07/2019
AI0051,VTEXK,HYD,BOM,D,28/07/2019
AI0051,VTPPB,HYD,BOM,D,3/7/20194/7/2019
AI0051,VTPPD,HYD,BOM,D,30/07/2019
AI0051,VTSCF,HYD,BOM,D,12/7/201914/07/201931/07/2019
AI0051,VTSCI,HYD,BOM,D,17/07/2019
AI0051,VTSCK,HYD,BOM,D,3/7/20196/7/201915/07/201929/07/2019
AI0051,VTSCL,HYD,BOM,D,7/7/20198/7/201911/7/201920/07/201926/07/2019
AI0051,VTSCM,HYD,BOM,D,23/07/2019
AI0051,VTSCO,HYD,BOM,D,5/7/201918/07/201924/07/201925/07/2019
AI0051,VTSCP,HYD,BOM,D,9/7/2019
AI0051,VTSCS,HYD,BOM,D,1/7/201910/7/201913/07/201916/07/201921/07/201922/07/2019
AI0051,VTSCV,HYD,BOM,D,19/07/2019
AI0054,VTEXF,BOM,COK,D,4/7/201913/07/2019
AI0054,VTEXI,BOM,COK,D,20/07/2019
AI0054,VTSCI,BOM,COK,D,18/07/2019
AI0054,VTSCK,BOM,COK,D,2/7/201916/07/201930/07/2019
AI0054,VTSCL,BOM,COK,D,9/7/2019
AI0054,VTSCO,BOM,COK,D,6/7/201923/07/201925/07/201927/07/2019
AI0054,VTSCS,BOM,COK,D,11/7/2019
AI0055,VTCIE,COK,BOM,D,12/7/2019
AI0055,VTCIF,COK,BOM,D,4/7/2019
AI0055,VTCIG,COK,BOM,D,8/7/2019
AI0055,VTCIN,COK,BOM,D,17/07/201919/07/201927/07/2019
AI0055,VTCIO,COK,BOM,D,18/07/201920/07/201924/07/201928/07/201930/07/2019
AI0055,VTCIQ,COK,BOM,D,9/7/201914/07/201921/07/201925/07/2019
AI0055,VTEXF,COK,BOM,D,3/7/201913/07/2019
AI0055,VTEXG,COK,BOM,D,23/07/2019
AI0055,VTEXH,COK,BOM,D,2/7/2019
AI0055,VTEXI,COK,BOM,D,1/7/2019
AI0055,VTEXJ,COK,BOM,D,7/7/2019
AI0055,VTEXK,COK,BOM,D,6/7/201910/7/201931/07/2019
AI0055,VTEXM,COK,BOM,D,15/07/201922/07/2019
AI0055,VTPPB,COK,BOM,D,5/7/2019
AI0055,VTPPG,COK,BOM,D,29/07/2019
AI0055,VTPPO,COK,BOM,D,16/07/2019
AI0055,VTPPV,COK,BOM,D,11/7/201926/07/2019
AI0075,VTCIG,DEL,BBI,D,30/07/2019
AI0075,VTEXA,DEL,BBI,D,6/7/20199/7/201919/07/201920/07/201925/07/2019
AI0075,VTEXB,DEL,BBI,D,4/7/20198/7/201911/7/201916/07/201917/07/201923/07/2019
AI0075,VTEXC,DEL,BBI,D,10/7/201921/07/201922/07/201924/07/201928/07/201931/07/2019
AI0075,VTEXD,DEL,BBI,D,18/07/201929/07/2019
AI0075,VTEXG,DEL,BBI,D,26/07/2019
AI0075,VTEXM,DEL,BBI,D,1/7/2019
AI0075,VTEXN,DEL,BBI,D,3/7/2019
AI0075,VTPPG,DEL,BBI,D,27/07/2019
AI0075,VTPPM,DEL,BBI,D,15/07/2019
AI0076,VTCIG,BBI,DEL,D,30/07/2019
AI0076,VTEXA,BBI,DEL,D,6/7/20199/7/201919/07/201920/07/201923/07/201925/07/2019
AI0076,VTEXB,BBI,DEL,D,4/7/20198/7/201911/7/201916/07/201917/07/2019
AI0076,VTEXC,BBI,DEL,D,10/7/201921/07/201922/07/201924/07/201928/07/201931/07/2019
AI0076,VTEXD,BBI,DEL,D,18/07/201929/07/2019
AI0076,VTEXG,BBI,DEL,D,26/07/2019
AI0076,VTEXM,BBI,DEL,D,1/7/2019
AI0076,VTEXN,BBI,DEL,D,3/7/2019
AI0076,VTPPG,BBI,DEL,D,27/07/2019
AI0076,VTPPM,BBI,DEL,D,15/07/2019
AI0077,VTEXA,DEL,BBI,D,4/7/20198/7/201917/07/201918/07/201922/07/201924/07/2019
AI0077,VTEXB,DEL,BBI,D,9/7/201910/7/201913/07/201914/07/201915/07/201919/07/2019
AI0077,VTEXC,DEL,BBI,D,6/7/201911/7/201912/7/201923/07/201925/07/201926/07/201929/07/2019
AI0077,VTEXD,DEL,BBI,D,5/7/20197/7/201916/07/201920/07/201927/07/201928/07/201931/07/2019
AI0077,VTEXF,DEL,BBI,D,3/7/2019
AI0077,VTEXO,DEL,BBI,D,1/7/2019
AI0077,VTEXQ,DEL,BBI,D,2/7/2019
AI0077,VTSCM,DEL,BBI,D,21/07/2019
AI0077,VTSCO,DEL,BBI,D,30/07/2019
AI0078,VTCIO,BBI,DEL,D,1/7/2019
AI0078,VTEXA,BBI,DEL,D,4/7/20198/7/201917/07/201918/07/201922/07/201924/07/2019
AI0078,VTEXB,BBI,DEL,D,9/7/201910/7/201913/07/201914/07/201915/07/201919/07/2019
AI0078,VTEXC,BBI,DEL,D,6/7/201911/7/201912/7/201923/07/201925/07/201926/07/201929/07/2019
AI0078,VTEXD,BBI,DEL,D,5/7/20197/7/201916/07/201920/07/201927/07/201928/07/201931/07/2019
AI0078,VTEXF,BBI,DEL,D,3/7/2019
AI0078,VTEXQ,BBI,DEL,D,2/7/2019
AI0078,VTSCM,BBI,DEL,D,21/07/2019
AI0078,VTSCO,BBI,DEL,D,30/07/2019
AI0083,VTCID,BOM,GOI,D,1/7/201928/07/2019
AI0083,VTCIE,BOM,GOI,D,2/7/201912/7/2019
AI0083,VTCIF,BOM,GOI,D,10/7/2019
AI0083,VTCIG,BOM,GOI,D,3/7/201915/07/201927/07/201930/07/2019
AI0083,VTCIH,BOM,GOI,D,16/07/201919/07/2019
AI0083,VTCIN,BOM,GOI,D,22/07/201929/07/2019
AI0083,VTCIO,BOM,GOI,D,13/07/201918/07/201920/07/2019
AI0083,VTCIQ,BOM,GOI,D,11/7/201921/07/2019
AI0083,VTEXF,BOM,GOI,D,24/07/2019
AI0083,VTEXG,BOM,GOI,D,26/07/2019
AI0083,VTEXH,BOM,GOI,D,9/7/2019
AI0083,VTEXI,BOM,GOI,D,8/7/2019
AI0083,VTEXJ,BOM,GOI,D,5/7/2019
AI0083,VTEXK,BOM,GOI,D,6/7/2019
AI0083,VTEXS,BOM,GOI,D,31/07/2019
AI0083,VTEXV,BOM,GOI,D,7/7/2019
AI0083,VTPPA,BOM,GOI,D,23/07/2019
AI0083,VTPPJ,BOM,GOI,D,4/7/201914/07/2019
AI0083,VTPPM,BOM,GOI,D,25/07/2019
AI0083,VTPPO,BOM,GOI,D,17/07/2019
AI0084,VTCIE,GOI,BOM,D,1/7/2019
AI0084,VTCIF,GOI,BOM,D,3/7/20194/7/201918/07/2019
AI0084,VTCIG,GOI,BOM,D,23/07/2019
AI0084,VTCIH,GOI,BOM,D,19/07/2019
AI0084,VTCIM,GOI,BOM,D,25/07/2019
AI0084,VTCIO,GOI,BOM,D,23/07/201924/07/2019
AI0084,VTCIQ,GOI,BOM,D,9/7/201910/7/201911/7/201930/07/2019
AI0084,VTEXF,GOI,BOM,D,12/7/201920/07/201921/07/2019
AI0084,VTEXG,GOI,BOM,D,15/07/2019
AI0084,VTEXH,GOI,BOM,D,31/07/2019
AI0084,VTEXI,GOI,BOM,D,5/7/20197/7/201914/07/201925/07/201926/07/2019
AI0084,VTEXM,GOI,BOM,D,27/07/2019
AI0084,VTEXR,GOI,BOM,D,6/7/201922/07/2019
AI0084,VTEXS,GOI,BOM,D,28/07/2019
AI0084,VTEXT,GOI,BOM,D,8/7/2019
AI0084,VTEXU,GOI,BOM,D,29/07/2019
AI0084,VTPPJ,GOI,BOM,D,13/07/2019
AI0084,VTPPO,GOI,BOM,D,3/7/2019
AI0084,VTSCL,GOI,BOM,D,9/7/2019
AI0087,VTCID,BLR,DEL,D,15/07/2019
AI0087,VTEXG,BLR,DEL,D,29/07/2019
AI0087,VTEXK,BLR,DEL,D,1/7/2019
AI0087,VTEXL,BLR,DEL,D,22/07/2019
AI0087,VTEXQ,BLR,DEL,D,8/7/2019
AI0088,VTCID,DEL,BLR,D,3/7/2019
AI0088,VTCIE,DEL,BLR,D,17/07/2019
AI0088,VTCIF,DEL,BLR,D,10/7/2019
AI0088,VTEXK,DEL,BLR,D,24/07/2019
AI0088,VTEXN,DEL,BLR,D,31/07/2019
AI0091,VTPPA,BOM,AMD,D,13/07/201914/07/201915/07/201919/07/201921/07/201926/07/201927/07/2019
AI0091,VTPPB,BOM,AMD,D,11/7/2019
AI0091,VTPPD,BOM,AMD,D,4/7/20196/7/20197/7/201916/07/201928/07/201929/07/2019
AI0091,VTPPF,BOM,AMD,D,1/7/20192/7/20193/7/20195/7/20198/7/2019
AI0091,VTPPG,BOM,AMD,D,22/07/2019
AI0091,VTPPI,BOM,AMD,D,20/07/2019
AI0091,VTPPJ,BOM,AMD,D,9/7/201910/7/201912/7/2019
AI0091,VTPPM,BOM,AMD,D,23/07/201930/07/201931/07/2019
AI0091,VTPPO,BOM,AMD,D,18/07/2019
AI0091,VTPPQ,BOM,AMD,D,24/07/2019
AI0091,VTPPV,BOM,AMD,D,17/07/201925/07/2019
AI0093,VTCID,MAA,BOM,D,27/07/2019
AI0093,VTCIE,MAA,BOM,D,24/07/2019
AI0093,VTCIF,MAA,BOM,D,20/07/2019
AI0093,VTCIG,MAA,BOM,D,9/7/201922/07/201929/07/2019
AI0093,VTCIH,MAA,BOM,D,30/07/2019
AI0093,VTCIO,MAA,BOM,D,8/7/201925/07/2019
AI0093,VTCIQ,MAA,BOM,D,23/07/2019
AI0093,VTEXE,MAA,BOM,D,2/7/2019
AI0093,VTEXF,MAA,BOM,D,10/7/2019
AI0093,VTEXG,MAA,BOM,D,11/7/201913/07/2019
AI0093,VTEXI,MAA,BOM,D,19/07/2019
AI0093,VTEXJ,MAA,BOM,D,25/07/201926/07/2019
AI0093,VTEXK,MAA,BOM,D,4/7/2019
AI0093,VTEXL,MAA,BOM,D,18/07/2019
AI0093,VTEXM,MAA,BOM,D,5/7/20197/7/201921/07/2019
AI0093,VTEXR,MAA,BOM,D,15/07/2019
AI0093,VTEXS,MAA,BOM,D,1/7/2019
AI0093,VTEXT,MAA,BOM,D,3/7/2019
AI0093,VTEXU,MAA,BOM,D,16/07/2019
AI0093,VTEXV,MAA,BOM,D,17/07/2019
AI0093,VTPPD,MAA,BOM,D,12/7/201931/07/2019
AI0093,VTPPE,MAA,BOM,D,14/07/2019
AI0093,VTPPF,MAA,BOM,D,6/7/2019
AI0093,VTPPL,MAA,BOM,D,28/07/2019
AI0094,VTCID,BOM,MAA,D,27/07/2019
AI0094,VTCIE,BOM,MAA,D,24/07/201925/07/2019
AI0094,VTCIF,BOM,MAA,D,20/07/2019
AI0094,VTCIG,BOM,MAA,D,9/7/201922/07/201929/07/2019
AI0094,VTCIH,BOM,MAA,D,30/07/2019
AI0094,VTCIO,BOM,MAA,D,8/7/2019
AI0094,VTCIQ,BOM,MAA,D,23/07/2019
AI0094,VTEXE,BOM,MAA,D,2/7/2019
AI0094,VTEXF,BOM,MAA,D,10/7/2019
AI0094,VTEXG,BOM,MAA,D,11/7/201913/07/2019
AI0094,VTEXI,BOM,MAA,D,19/07/2019
AI0094,VTEXJ,BOM,MAA,D,26/07/2019
AI0094,VTEXL,BOM,MAA,D,18/07/2019
AI0094,VTEXM,BOM,MAA,D,5/7/20197/7/201921/07/2019
AI0094,VTEXR,BOM,MAA,D,15/07/2019
AI0094,VTEXS,BOM,MAA,D,1/7/2019
AI0094,VTEXT,BOM,MAA,D,3/7/2019
AI0094,VTEXU,BOM,MAA,D,16/07/2019
AI0094,VTEXV,BOM,MAA,D,17/07/2019
AI0094,VTPPD,BOM,MAA,D,12/7/201931/07/2019
AI0094,VTPPE,BOM,MAA,D,14/07/2019
AI0094,VTPPF,BOM,MAA,D,6/7/2019
AI0094,VTPPL,BOM,MAA,D,28/07/2019
AI0101,VTALF,BOM,DEL,D,11/7/2019
AI0101,VTALH,BOM,DEL,D,12/7/2019
AI0101,VTALK,DEL,JFK,D,4/7/2019
AI0101,VTALK,DEL,VIE,D,4/7/2019
AI0101,VTALK,VIE,JFK,I,4/7/2019
AI0101,VTALL,DEL,JFK,D,14/07/201931/07/2019
AI0101,VTALL,DEL,VIE,D,14/07/2019
AI0101,VTALL,VIE,JFK,I,14/07/2019
AI0101,VTALM,DEL,JFK,D,5/7/201924/07/2019
AI0101,VTALM,DEL,VIE,D,5/7/2019
AI0101,VTALM,VIE,JFK,I,5/7/2019
AI0101,VTALN,BOM,DEL,D,8/7/201931/07/2019
AI0101,VTALN,DEL,JFK,D,30/07/2019
AI0101,VTALP,DEL,JFK,D,8/7/2019
AI0101,VTALP,DEL,VIE,D,8/7/2019
AI0101,VTALP,VIE,JFK,I,8/7/2019
AI0101,VTALQ,DEL,JFK,D,6/7/2019
AI0101,VTALQ,DEL,VIE,D,6/7/2019
AI0101,VTALQ,VIE,JFK,I,6/7/2019
AI0101,VTALR,BOM,DEL,D,1/7/2019
AI0101,VTALR,DEL,JFK,D,2/7/20197/7/2019
AI0101,VTALR,DEL,VIE,D,2/7/20197/7/2019
AI0101,VTALR,VIE,JFK,I,2/7/20197/7/2019
AI0101,VTALS,BOM,DEL,D,26/07/201928/07/2019
AI0101,VTALS,DEL,JFK,D,1/7/20199/7/201911/7/201915/07/201917/07/201919/07/201923/07/201929/07/2019
AI0101,VTALS,DEL,VIE,D,1/7/20199/7/201911/7/201915/07/2019
AI0101,VTALS,VIE,JFK,I,1/7/20199/7/201911/7/201915/07/2019
AI0101,VTALT,BOM,DEL,D,29/07/2019
AI0101,VTALT,DEL,JFK,D,28/07/2019
AI0101,VTALU,BOM,DEL,D,22/07/201924/07/2019
AI0101,VTALU,DEL,JFK,D,3/7/201913/07/201921/07/201925/07/201927/07/2019
AI0101,VTALU,DEL,VIE,D,3/7/201913/07/2019
AI0101,VTALU,VIE,JFK,I,3/7/201913/07/2019
AI0101,VTALX,BOM,DEL,D,19/07/201921/07/201925/07/201927/07/201930/07/2019
AI0101,VTALX,DEL,JFK,D,12/7/201916/07/201918/07/201920/07/201922/07/201926/07/2019
AI0101,VTALX,DEL,VIE,D,10/7/201912/7/201916/07/2019
AI0101,VTALX,VIE,JFK,I,10/7/201912/7/201916/07/2019
AI0101,VTANX,BOM,DEL,D,14/07/2019
AI0101,VTANZ,BOM,DEL,D,15/07/2019
AI0101,VTCIH,BOM,DEL,D,16/07/2019
AI0101,VTCIN,BOM,DEL,D,3/7/20197/7/2019
AI0101,VTEXA,BOM,DEL,D,5/7/2019
AI0101,VTEXB,BOM,DEL,D,23/07/2019
AI0101,VTEXF,BOM,DEL,D,2/7/2019
AI0101,VTEXH,BOM,DEL,D,10/7/2019
AI0101,VTEXK,BOM,DEL,D,13/07/2019
AI0101,VTEXP,BOM,DEL,D,9/7/2019
AI0101,VTEXQ,BOM,DEL,D,17/07/2019
AI0101,VTEXS,BOM,DEL,D,6/7/2019
AI0101,VTEXU,BOM,DEL,D,4/7/2019
AI0101,VTEXV,BOM,DEL,D,18/07/2019
AI0101,VTPPT,BOM,DEL,D,20/07/2019
AI0102,VTALF,DEL,BOM,D,11/7/2019
AI0102,VTALH,DEL,BOM,D,12/7/2019
AI0102,VTALK,JFK,DEL,I,4/7/2019
AI0102,VTALL,JFK,DEL,I,14/07/201931/07/2019
AI0102,VTALM,JFK,DEL,I,5/7/201924/07/2019
AI0102,VTALN,DEL,BOM,D,31/07/2019
AI0102,VTALN,JFK,DEL,I,30/07/2019
AI0102,VTALP,DEL,BOM,D,1/7/2019
AI0102,VTALP,JFK,DEL,I,8/7/2019
AI0102,VTALQ,JFK,DEL,I,6/7/2019
AI0102,VTALR,DEL,BOM,D,8/7/2019
AI0102,VTALR,JFK,DEL,I,2/7/20197/7/2019
AI0102,VTALS,DEL,BOM,D,26/07/201928/07/2019
AI0102,VTALS,JFK,DEL,I,1/7/20199/7/201911/7/201915/07/201917/07/201919/07/201923/07/201929/07/2019
AI0102,VTALT,DEL,BOM,D,29/07/2019
AI0102,VTALT,JFK,DEL,I,28/07/2019
AI0102,VTALU,DEL,BOM,D,22/07/201924/07/2019
AI0102,VTALU,JFK,DEL,I,3/7/201913/07/201921/07/201925/07/201927/07/2019
AI0102,VTALX,DEL,BOM,D,19/07/201921/07/201925/07/201927/07/201930/07/2019
AI0102,VTALX,JFK,DEL,I,10/7/201912/7/201916/07/201918/07/201920/07/201922/07/201926/07/2019
AI0102,VTANH,DEL,BOM,D,6/7/2019
AI0102,VTANN,DEL,BOM,D,17/07/2019
AI0102,VTANX,DEL,BOM,D,14/07/2019
AI0102,VTANZ,DEL,BOM,D,15/07/2019
AI0102,VTCIH,DEL,BOM,D,16/07/201918/07/2019
AI0102,VTCIN,DEL,BOM,D,3/7/20197/7/2019
AI0102,VTEXA,DEL,BOM,D,5/7/2019
AI0102,VTEXB,DEL,BOM,D,23/07/2019
AI0102,VTEXH,DEL,BOM,D,10/7/2019
AI0102,VTEXI,DEL,BOM,D,4/7/2019
AI0102,VTEXJ,DEL,BOM,D,2/7/2019
AI0102,VTEXK,DEL,BOM,D,13/07/2019
AI0102,VTEXP,DEL,BOM,D,9/7/2019
AI0102,VTPPT,DEL,BOM,D,20/07/2019
AI0103,VTALM,DEL,IAD,D,17/07/201926/07/2019
AI0103,VTALN,DEL,IAD,D,28/07/2019
AI0103,VTALQ,DEL,IAD,D,10/7/2019
AI0103,VTALQ,DEL,VIE,D,10/7/2019
AI0103,VTALQ,VIE,IAD,I,10/7/2019
AI0103,VTALR,DEL,IAD,D,12/7/2019
AI0103,VTALR,DEL,VIE,D,12/7/2019
AI0103,VTALR,VIE,IAD,I,12/7/2019
AI0103,VTALS,DEL,IAD,D,3/7/201921/07/2019
AI0103,VTALS,DEL,VIE,D,3/7/2019
AI0103,VTALS,VIE,IAD,I,3/7/2019
AI0103,VTALT,DEL,IAD,D,24/07/2019
AI0103,VTALU,DEL,IAD,D,5/7/20197/7/201919/07/2019
AI0103,VTALU,DEL,VIE,D,5/7/20197/7/2019
AI0103,VTALU,VIE,IAD,I,6/7/20197/7/2019
AI0103,VTALX,DEL,IAD,D,14/07/201931/07/2019
AI0103,VTALX,DEL,VIE,D,14/07/2019
AI0103,VTALX,VIE,IAD,I,14/07/2019
AI0104,VTALM,IAD,DEL,I,17/07/201926/07/2019
AI0104,VTALN,IAD,DEL,I,28/07/2019
AI0104,VTALQ,IAD,DEL,I,10/7/2019
AI0104,VTALR,IAD,DEL,I,12/7/2019
AI0104,VTALS,IAD,DEL,I,3/7/201921/07/2019
AI0104,VTALT,IAD,DEL,I,24/07/2019
AI0104,VTALU,IAD,BHX,I,5/7/2019
AI0104,VTALU,IAD,DEL,I,5/7/20197/7/201919/07/2019
AI0104,VTALX,IAD,DEL,I,14/07/201931/07/2019
AI0104,VTCIH,DEL,HYD,D,25/07/2019
AI0104,VTEDD,DEL,HYD,D,26/07/201927/07/2019
AI0104,VTEDF,DEL,HYD,D,28/07/201929/07/2019
AI0111,VTANA,DEL,LHR,D,1/7/20192/7/20193/7/20194/7/201931/07/2019
AI0111,VTANB,DEL,LHR,D,7/7/20198/7/201918/07/201919/07/2019
AI0111,VTANC,DEL,LHR,D,17/07/201921/07/2019
AI0111,VTANG,DEL,LHR,D,23/07/2019
AI0111,VTANI,DEL,LHR,D,5/7/2019
AI0111,VTANL,DEL,LHR,D,13/07/201914/07/201915/07/201916/07/201922/07/201928/07/201929/07/2019
AI0111,VTANN,DEL,LHR,D,25/07/201926/07/2019
AI0111,VTANO,DEL,LHR,D,20/07/201927/07/2019
AI0111,VTANP,DEL,LHR,D,9/7/201910/7/201912/7/2019
AI0111,VTANU,DEL,LHR,D,30/07/2019
AI0111,VTANZ,DEL,LHR,D,24/07/2019
AI0111,VTNAC,DEL,LHR,D,11/7/2019
AI0112,VTANA,LHR,DEL,I,1/7/20192/7/20193/7/20194/7/201931/07/2019
AI0112,VTANB,LHR,DEL,I,6/7/20197/7/20198/7/201918/07/201919/07/2019
AI0112,VTANC,LHR,DEL,I,17/07/201921/07/2019
AI0112,VTANG,LHR,DEL,I,23/07/2019
AI0112,VTANI,LHR,DEL,I,5/7/2019
AI0112,VTANL,LHR,DEL,I,13/07/201914/07/201915/07/201916/07/201922/07/201928/07/201929/07/2019
AI0112,VTANN,LHR,DEL,I,25/07/201926/07/2019
AI0112,VTANO,LHR,DEL,I,20/07/201927/07/2019
AI0112,VTANP,LHR,DEL,I,9/7/201910/7/201912/7/2019
AI0112,VTANU,LHR,DEL,I,30/07/2019
AI0112,VTANZ,LHR,DEL,I,24/07/2019
AI0112,VTNAC,LHR,DEL,I,11/7/2019
AI0113,VTALK,ATQ,DEL,D,8/7/2019
AI0113,VTAND,ATQ,DEL,D,21/07/2019
AI0113,VTAND,DEL,BHX,D,21/07/2019
AI0113,VTANG,DEL,BHX,D,8/7/2019
AI0113,VTANK,ATQ,DEL,D,17/07/2019
AI0113,VTANK,DEL,BHX,D,17/07/2019
AI0113,VTANN,ATQ,DEL,D,7/7/201910/7/2019
AI0113,VTANN,DEL,BHX,D,7/7/201910/7/2019
AI0113,VTANO,ATQ,DEL,D,15/07/2019
AI0113,VTANO,DEL,BHX,D,15/07/2019
AI0113,VTANT,ATQ,DEL,D,31/07/2019
AI0113,VTANT,DEL,BHX,D,31/07/2019
AI0113,VTANU,DEL,BHX,D,24/07/2019
AI0113,VTANV,ATQ,DEL,D,29/07/2019
AI0113,VTANV,DEL,BHX,D,29/07/2019
AI0113,VTANX,ATQ,DEL,D,3/7/201924/07/2019
AI0113,VTANX,DEL,BHX,D,1/7/20193/7/2019
AI0113,VTANY,ATQ,DEL,D,1/7/2019
AI0113,VTANZ,ATQ,DEL,D,14/07/2019
AI0113,VTANZ,DEL,BHX,D,14/07/2019
AI0113,VTNAA,ATQ,DEL,D,22/07/201928/07/2019
AI0113,VTNAA,DEL,BHX,D,22/07/201928/07/2019
AI0114,VTAND,BHX,DEL,I,21/07/2019
AI0114,VTAND,DEL,ATQ,D,22/07/2019
AI0114,VTANG,BHX,DEL,I,8/7/2019
AI0114,VTANG,DEL,ATQ,D,9/7/2019
AI0114,VTANK,BHX,DEL,I,17/07/2019
AI0114,VTANK,DEL,ATQ,D,18/07/2019
AI0114,VTANN,BHX,DEL,I,7/7/201910/7/2019
AI0114,VTANN,DEL,ATQ,D,8/7/201911/7/2019
AI0114,VTANO,BHX,DEL,I,15/07/2019
AI0114,VTANO,DEL,ATQ,D,16/07/2019
AI0114,VTANT,BHX,DEL,I,31/07/2019
AI0114,VTANU,BHX,DEL,I,24/07/2019
AI0114,VTANU,DEL,ATQ,D,25/07/2019
AI0114,VTANV,BHX,DEL,I,29/07/2019
AI0114,VTANV,DEL,ATQ,D,1/7/201930/07/2019
AI0114,VTANX,BHX,DEL,I,1/7/20193/7/2019
AI0114,VTANX,DEL,ATQ,D,2/7/20194/7/2019
AI0114,VTANZ,BHX,DEL,I,14/07/2019
AI0114,VTANZ,DEL,ATQ,D,15/07/2019
AI0114,VTNAA,BHX,DEL,I,22/07/201928/07/2019
AI0114,VTNAA,DEL,ATQ,D,23/07/201929/07/2019
AI0115,VTCIM,ATQ,DEL,D,23/07/2019
AI0115,VTEXA,ATQ,DEL,D,21/07/2019
AI0115,VTEXF,ATQ,DEL,D,16/07/2019
AI0115,VTEXQ,ATQ,DEL,D,19/07/2019
AI0115,VTPPE,ATQ,DEL,D,1/7/20197/7/201924/07/201927/07/2019
AI0115,VTPPF,ATQ,DEL,D,11/7/201915/07/201918/07/2019
AI0115,VTPPG,ATQ,DEL,D,2/7/201910/7/201925/07/2019
AI0115,VTPPH,ATQ,DEL,D,6/7/20199/7/201920/07/201928/07/2019
AI0115,VTPPI,ATQ,DEL,D,3/7/201912/7/2019
AI0115,VTPPJ,ATQ,DEL,D,17/07/201922/07/2019
AI0115,VTPPK,ATQ,DEL,D,30/07/2019
AI0115,VTPPM,ATQ,DEL,D,14/07/2019
AI0115,VTPPQ,ATQ,DEL,D,5/7/20198/7/201929/07/2019
AI0115,VTPPT,ATQ,DEL,D,4/7/201913/07/201926/07/2019
AI0115,VTPPV,ATQ,DEL,D,31/07/2019
AI0120,VTANB,FRA,DEL,I,21/07/2019
AI0120,VTANC,FRA,DEL,I,22/07/2019
AI0120,VTANI,FRA,DEL,I,19/07/201920/07/2019
AI0120,VTANK,FRA,DEL,I,9/7/2019
AI0120,VTANL,FRA,DEL,I,8/7/201917/07/2019
AI0120,VTANO,FRA,DEL,I,28/07/201930/07/2019
AI0120,VTANP,FRA,DEL,I,1/7/2019
AI0120,VTANR,FRA,DEL,I,2/7/20193/7/20194/7/20195/7/20196/7/2019
AI0120,VTANS,FRA,DEL,I,11/7/201912/7/201913/07/2019
AI0120,VTANT,FRA,DEL,I,7/7/201924/07/201927/07/2019
AI0120,VTANU,FRA,DEL,I,23/07/201931/07/2019
AI0120,VTANV,FRA,DEL,I,14/07/201926/07/2019
AI0120,VTANW,FRA,DEL,I,15/07/201918/07/2019
AI0120,VTANX,FRA,DEL,I,10/7/2019
AI0120,VTANY,FRA,DEL,I,29/07/2019
AI0120,VTNAA,FRA,DEL,I,25/07/2019
AI0121,VTANB,DEL,FRA,D,21/07/2019
AI0121,VTANC,DEL,FRA,D,22/07/2019
AI0121,VTANI,DEL,FRA,D,19/07/201920/07/2019
AI0121,VTANK,DEL,FRA,D,9/7/2019
AI0121,VTANL,DEL,FRA,D,8/7/201917/07/2019
AI0121,VTANO,DEL,FRA,D,16/07/201928/07/201930/07/2019
AI0121,VTANP,DEL,FRA,D,1/7/2019
AI0121,VTANR,DEL,FRA,D,2/7/20193/7/20194/7/20195/7/20196/7/2019
AI0121,VTANS,DEL,FRA,D,11/7/201912/7/201913/07/2019
AI0121,VTANT,DEL,FRA,D,7/7/201924/07/201927/07/2019
AI0121,VTANU,DEL,FRA,D,23/07/201931/07/2019
AI0121,VTANV,DEL,FRA,D,14/07/201926/07/2019
